{
    OptimKey(kind='main', metric='loss', evalset='train', sampler='sgd', eta=0.25, T=10, N=10): 	 { "mean":2.3640217781066895, "stdv":0.20951248705387063, "nb_samples":2500 },
    OptimKey(kind='main', metric='loss', evalset='test', sampler='sde', eta=0.15000000000000002, T=10, N=10): 	 { "mean":2.5220868587493896, "stdv":0.11720182001590634, "nb_samples":2500 },
    OptimKey(kind='main', metric='loss', evalset='test', sampler='sde', eta=0.1, T=10, N=10): 	 { "mean":2.534468650817871, "stdv":0.11781670898199247, "nb_samples":2500 },
    OptimKey(kind='main', metric='loss', evalset='test', sampler='sde', eta=0.05, T=10, N=10): 	 { "mean":2.5478715896606445, "stdv":0.11878760159015563, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sgd', eta=0.25, T=10, N=10): 	 { "mean":0.11375999999999999, "stdv":0.10382033712139449, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sgd', eta=0.2, T=10, N=10): 	 { "mean":0.10135999999999999, "stdv":0.09805177407879982, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sgd', eta=0.15000000000000002, T=10, N=10): 	 { "mean":0.09276, "stdv":0.09282016160296211, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sgd', eta=0.1, T=10, N=10): 	 { "mean":0.08532000000000001, "stdv":0.08937839559983161, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sgd', eta=0.05, T=10, N=10): 	 { "mean":0.0792, "stdv":0.08606602116979732, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sde', eta=0.25, T=10, N=10): 	 { "mean":0.11295999999999999, "stdv":0.10311177624306546, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sde', eta=0.2, T=10, N=10): 	 { "mean":0.10144, "stdv":0.09706660805859035, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sde', eta=0.15000000000000002, T=10, N=10): 	 { "mean":0.09272, "stdv":0.09257970403927632, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sde', eta=0.1, T=10, N=10): 	 { "mean":0.085, "stdv":0.08910106621135348, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sde', eta=0.05, T=10, N=10): 	 { "mean":0.07923999999999999, "stdv":0.0860524398259573, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sgd', eta=0.25, T=10, N=10): 	 { "mean":0.07916000000000001, "stdv":0.044121359906512406, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sgd', eta=0.2, T=10, N=10): 	 { "mean":0.07699, "stdv":0.0425357484946486, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sgd', eta=0.15000000000000002, T=10, N=10): 	 { "mean":0.07524, "stdv":0.04163462981701651, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sgd', eta=0.1, T=10, N=10): 	 { "mean":0.07436, "stdv":0.04137741412896654, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sgd', eta=0.05, T=10, N=10): 	 { "mean":0.07391, "stdv":0.04087862399836864, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sde', eta=0.25, T=10, N=10): 	 { "mean":0.07955, "stdv":0.04436831639807847, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sde', eta=0.2, T=10, N=10): 	 { "mean":0.0768, "stdv":0.042517760994671396, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sde', eta=0.15000000000000002, T=10, N=10): 	 { "mean":0.07536, "stdv":0.04176566053589959, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sde', eta=0.1, T=10, N=10): 	 { "mean":0.0743, "stdv":0.04134622110906872, "nb_samples":2500 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sde', eta=0.05, T=10, N=10): 	 { "mean":0.07393000000000001, "stdv":0.04095857785617073, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sgd', 'sde'), eta=0.25, T=10, N=10): 	 { "mean":-0.13612717390060425, "stdv":0.253235399723053, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sgd', 'sde'), eta=0.2, T=10, N=10): 	 { "mean":-0.11091301590204239, "stdv":0.254824161529541, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sgd', 'sde'), eta=0.15000000000000002, T=10, N=10): 	 { "mean":-0.08520235866308212, "stdv":0.2569705843925476, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sgd', 'sde'), eta=0.1, T=10, N=10): 	 { "mean":-0.05900662764906883, "stdv":0.2597244679927826, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sgd', 'sde'), eta=0.05, T=10, N=10): 	 { "mean":-0.032339561730623245, "stdv":0.26313215494155884, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sde', 'sgd'), eta=0.25, T=10, N=10): 	 { "mean":-0.13333551585674286, "stdv":0.2527869641780853, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sde', 'sgd'), eta=0.2, T=10, N=10): 	 { "mean":-0.10902818292379379, "stdv":0.25446707010269165, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sde', 'sgd'), eta=0.15000000000000002, T=10, N=10): 	 { "mean":-0.08408284932374954, "stdv":0.25669965147972107, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sde', 'sgd'), eta=0.1, T=10, N=10): 	 { "mean":-0.05847930163145065, "stdv":0.2595370411872864, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sde', 'sgd'), eta=0.05, T=10, N=10): 	 { "mean":-0.032197486609220505, "stdv":0.2630317807197571, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=0.25, T=10, N=10): 	 { "mean":-0.13524669408798218, "stdv":0.25304147601127625, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=0.2, T=10, N=10): 	 { "mean":-0.11031301319599152, "stdv":0.2546634376049042, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=0.15000000000000002, T=10, N=10): 	 { "mean":-0.0848444327712059, "stdv":0.25684860348701477, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=0.1, T=10, N=10): 	 { "mean":-0.05883917212486267, "stdv":0.2596436142921448, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=0.05, T=10, N=10): 	 { "mean":-0.03229665011167526, "stdv":0.2630924582481384, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.25, 0.2), T=10, N=10): 	 { "mean":-0.14604412019252777, "stdv":0.25086072087287903, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.25, 0.15000000000000002), T=10, N=10): 	 { "mean":-0.15770696103572845, "stdv":0.24876947700977325, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.25, 0.1), T=10, N=10): 	 { "mean":-0.1702793538570404, "stdv":0.24679358303546906, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.25, 0.05), T=10, N=10): 	 { "mean":-0.18380676209926605, "stdv":0.24496296048164368, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.2, 0.25), T=10, N=10): 	 { "mean":-0.09951558709144592, "stdv":0.2569279372692108, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.2, 0.15000000000000002), T=10, N=10): 	 { "mean":-0.1219758540391922, "stdv":0.25246647000312805, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.2, 0.1), T=10, N=10): 	 { "mean":-0.13454826176166534, "stdv":0.2503613233566284, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.2, 0.05), T=10, N=10): 	 { "mean":-0.14807568490505219, "stdv":0.24837623536586761, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.15000000000000002, 0.25), T=10, N=10): 	 { "mean":-0.06238416209816933, "stdv":0.26149407029151917, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.15000000000000002, 0.2), T=10, N=10): 	 { "mean":-0.07318159937858582, "stdv":0.2591490149497986, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.15000000000000002, 0.1), T=10, N=10): 	 { "mean":-0.09741684049367905, "stdv":0.2546152174472809, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.15000000000000002, 0.05), T=10, N=10): 	 { "mean":-0.1109442487359047, "stdv":0.2524752914905548, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.1, 0.25), T=10, N=10): 	 { "mean":-0.023806501179933548, "stdv":0.26682454347610474, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.1, 0.2), T=10, N=10): 	 { "mean":-0.03460393846035004, "stdv":0.26440322399139404, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.1, 0.15000000000000002), T=10, N=10): 	 { "mean":-0.04626677185297012, "stdv":0.26200276613235474, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.1, 0.05), T=10, N=10): 	 { "mean":-0.07236658781766891, "stdv":0.2573501467704773, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.05, 0.25), T=10, N=10): 	 { "mean":0.016263434663414955, "stdv":0.27300578355789185, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.05, 0.2), T=10, N=10): 	 { "mean":0.0054659973829984665, "stdv":0.2705133855342865, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.05, 0.15000000000000002), T=10, N=10): 	 { "mean":-0.006196834612637758, "stdv":0.26801756024360657, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sgd', eta=(0.05, 0.1), T=10, N=10): 	 { "mean":-0.018769240006804466, "stdv":0.2655365467071533, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=0.25, T=10, N=10): 	 { "mean":-0.13421601057052612, "stdv":0.25285226106643677, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=0.2, T=10, N=10): 	 { "mean":-0.10962820053100586, "stdv":0.2545364499092102, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=0.15000000000000002, T=10, N=10): 	 { "mean":-0.08444077521562576, "stdv":0.25676482915878296, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=0.1, T=10, N=10): 	 { "mean":-0.058646753430366516, "stdv":0.2595900893211365, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=0.05, T=10, N=10): 	 { "mean":-0.03224039822816849, "stdv":0.26306381821632385, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.25, 0.2), T=10, N=10): 	 { "mean":-0.14473295211791992, "stdv":0.25066131353378296, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.25, 0.15000000000000002), T=10, N=10): 	 { "mean":-0.15615370869636536, "stdv":0.24855861067771912, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.25, 0.1), T=10, N=10): 	 { "mean":-0.16853564977645874, "stdv":0.24657271802425385, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.25, 0.05), T=10, N=10): 	 { "mean":-0.1819385290145874, "stdv":0.24473683536052704, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.2, 0.25), T=10, N=10): 	 { "mean":-0.09911124408245087, "stdv":0.25681623816490173, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.2, 0.15000000000000002), T=10, N=10): 	 { "mean":-0.1210489496588707, "stdv":0.2523229718208313, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.2, 0.1), T=10, N=10): 	 { "mean":-0.1334308534860611, "stdv":0.2502024173736572, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.2, 0.05), T=10, N=10): 	 { "mean":-0.14683374762535095, "stdv":0.24820606410503387, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.15000000000000002, 0.25), T=10, N=10): 	 { "mean":-0.06250306963920593, "stdv":0.261452853679657, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.15000000000000002, 0.2), T=10, N=10): 	 { "mean":-0.07302001863718033, "stdv":0.2590872347354889, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.15000000000000002, 0.1), T=10, N=10): 	 { "mean":-0.09682270139455795, "stdv":0.25451016426086426, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.15000000000000002, 0.05), T=10, N=10): 	 { "mean":-0.11022557318210602, "stdv":0.2523522973060608, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.1, 0.25), T=10, N=10): 	 { "mean":-0.024327116087079048, "stdv":0.2668524980545044, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.1, 0.2), T=10, N=10): 	 { "mean":-0.034844059497117996, "stdv":0.2644050717353821, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.1, 0.15000000000000002), T=10, N=10): 	 { "mean":-0.046264827251434326, "stdv":0.2619768977165222, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.1, 0.05), T=10, N=10): 	 { "mean":-0.07204962521791458, "stdv":0.25727128982543945, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.05, 0.25), T=10, N=10): 	 { "mean":0.015482109040021896, "stdv":0.27311038970947266, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.05, 0.2), T=10, N=10): 	 { "mean":0.004965160973370075, "stdv":0.27058619260787964, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.05, 0.15000000000000002), T=10, N=10): 	 { "mean":-0.006455598399043083, "stdv":0.2680566608905792, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler='sde', eta=(0.05, 0.1), T=10, N=10): 	 { "mean":-0.01883752830326557, "stdv":0.2655412554740906, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler=('sgd', 'sde'), eta=0.25, T=10, N=10): 	 { "mean":0.13333551585674286, "stdv":0.2527869641780853, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler=('sgd', 'sde'), eta=0.2, T=10, N=10): 	 { "mean":0.10902818292379379, "stdv":0.25446707010269165, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler=('sgd', 'sde'), eta=0.15000000000000002, T=10, N=10): 	 { "mean":0.08408284932374954, "stdv":0.25669965147972107, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler=('sgd', 'sde'), eta=0.1, T=10, N=10): 	 { "mean":0.05847930163145065, "stdv":0.2595370411872864, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler=('sgd', 'sde'), eta=0.05, T=10, N=10): 	 { "mean":0.032197486609220505, "stdv":0.2630317807197571, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler=('sde', 'sgd'), eta=0.25, T=10, N=10): 	 { "mean":0.13612717390060425, "stdv":0.253235399723053, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler=('sde', 'sgd'), eta=0.2, T=10, N=10): 	 { "mean":0.11091301590204239, "stdv":0.254824161529541, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler=('sde', 'sgd'), eta=0.15000000000000002, T=10, N=10): 	 { "mean":0.08520235866308212, "stdv":0.2569705843925476, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler=('sde', 'sgd'), eta=0.1, T=10, N=10): 	 { "mean":0.05900662764906883, "stdv":0.2597244679927826, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler=('sde', 'sgd'), eta=0.05, T=10, N=10): 	 { "mean":0.032339561730623245, "stdv":0.26313215494155884, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=0.25, T=10, N=10): 	 { "mean":0.13524669408798218, "stdv":0.25304147601127625, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=0.2, T=10, N=10): 	 { "mean":0.11031301319599152, "stdv":0.2546634376049042, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=0.15000000000000002, T=10, N=10): 	 { "mean":0.0848444327712059, "stdv":0.25684860348701477, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=0.1, T=10, N=10): 	 { "mean":0.05883917212486267, "stdv":0.2596436142921448, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=0.05, T=10, N=10): 	 { "mean":0.03229665011167526, "stdv":0.2630924582481384, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.25, 0.2), T=10, N=10): 	 { "mean":0.09951558709144592, "stdv":0.2569279372692108, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.25, 0.15000000000000002), T=10, N=10): 	 { "mean":0.06238416209816933, "stdv":0.26149407029151917, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.25, 0.1), T=10, N=10): 	 { "mean":0.023806501179933548, "stdv":0.26682454347610474, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.25, 0.05), T=10, N=10): 	 { "mean":-0.016263434663414955, "stdv":0.27300578355789185, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.2, 0.25), T=10, N=10): 	 { "mean":0.14604412019252777, "stdv":0.25086072087287903, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.2, 0.15000000000000002), T=10, N=10): 	 { "mean":0.07318159937858582, "stdv":0.2591490149497986, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.2, 0.1), T=10, N=10): 	 { "mean":0.03460393846035004, "stdv":0.26440322399139404, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.2, 0.05), T=10, N=10): 	 { "mean":-0.0054659973829984665, "stdv":0.2705133855342865, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.15000000000000002, 0.25), T=10, N=10): 	 { "mean":0.15770696103572845, "stdv":0.24876947700977325, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.15000000000000002, 0.2), T=10, N=10): 	 { "mean":0.1219758540391922, "stdv":0.25246647000312805, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.15000000000000002, 0.1), T=10, N=10): 	 { "mean":0.04626677185297012, "stdv":0.26200276613235474, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.15000000000000002, 0.05), T=10, N=10): 	 { "mean":0.006196834612637758, "stdv":0.26801756024360657, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.1, 0.25), T=10, N=10): 	 { "mean":0.1702793538570404, "stdv":0.24679358303546906, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.1, 0.2), T=10, N=10): 	 { "mean":0.13454826176166534, "stdv":0.2503613233566284, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.1, 0.15000000000000002), T=10, N=10): 	 { "mean":0.09741684049367905, "stdv":0.2546152174472809, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.1, 0.05), T=10, N=10): 	 { "mean":0.018769240006804466, "stdv":0.2655365467071533, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.05, 0.25), T=10, N=10): 	 { "mean":0.18380676209926605, "stdv":0.24496296048164368, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.05, 0.2), T=10, N=10): 	 { "mean":0.14807568490505219, "stdv":0.24837623536586761, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.05, 0.15000000000000002), T=10, N=10): 	 { "mean":0.1109442487359047, "stdv":0.2524752914905548, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sgd', eta=(0.05, 0.1), T=10, N=10): 	 { "mean":0.07236658781766891, "stdv":0.2573501467704773, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sde', eta=0.25, T=10, N=10): 	 { "mean":0.13421601057052612, "stdv":0.25285226106643677, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sde', eta=0.2, T=10, N=10): 	 { "mean":0.10962820053100586, "stdv":0.2545364499092102, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sde', eta=0.15000000000000002, T=10, N=10): 	 { "mean":0.08444077521562576, "stdv":0.25676482915878296, "nb_samples":2500 },
    OptimKey(kind='diff', metric='loss', evalset=('test', 'train'), sampler='sde', eta=0.1, T=10, N=10): 	 { "mean":0.058646753430366516, "stdv":0.2595900893211365, "nb_samples":2500 },
